OrderID,ProductID,Quantity,Price,OrderDate
70,105,2,28.69,2022-01-05
71,107,2,17.46,2022-07-02
72,107,2,20.38,2022-11-23
73,106,2,11.39,2022-03-24
74,106,5,20.14,2021-04-27
75,106,4,23.42,2022-03-27
76,102,2,20.23,2022-08-04
77,107,5,25.6,2022-09-25
78,104,5,25.4,2023-06-16
79,106,1,17.71,2023-04-18
80,102,2,16.53,2022-11-30
81,104,4,16.93,2023-05-11
82,104,5,13.54,2023-01-27
83,107,2,11.54,2021-05-01
84,101,2,27.14,2022-12-26
85,102,1,19.75,2022-07-13
86,106,1,17.58,2022-06-12
87,105,2,24.99,2021-03-30
88,107,4,10.0,2023-08-12
89,101,5,14.79,2022-10-08
90,101,3,16.45,2023-12-07
91,105,1,11.41,2021-09-09
92,104,1,15.57,2023-08-14
93,107,2,23.09,2022-08-17
94,103,5,29.35,2022-05-08
95,107,1,29.82,2023-06-15
96,101,5,16.77,2021-03-26
97,102,5,12.1,2022-11-22
98,105,3,15.66,2022-06-20
99,103,4,23.82,2021-03-14
100,105,4,22.39,2021-05-13
101,105,5,10.07,2024-01-22
102,101,2,17.3,2021-07-20
103,104,5,15.92,2021-06-01
104,107,2,27.26,2022-07-09
105,103,2,24.64,2021-12-09
106,103,1,19.54,2021-12-24
107,103,1,29.69,2023-03-22
108,107,2,24.95,2022-11-21
109,105,2,10.05,2022-06-16
110,101,3,17.65,2023-07-21
111,107,2,27.15,2023-02-21
112,103,1,13.36,2021-02-22
113,105,5,22.14,2021-03-27
114,105,1,13.67,2023-05-15
115,105,2,23.72,2021-03-18
116,103,1,14.33,2022-09-08
117,105,4,13.6,2023-03-22
118,107,4,12.9,2022-04-26
119,104,1,19.47,2021-03-31
120,104,3,11.4,2022-09-11
121,102,2,11.57,2022-07-26
122,106,3,17.88,2021-10-29
123,105,5,19.47,2021-05-08
124,105,1,22.68,2022-12-11
125,103,5,12.08,2021-08-01
126,105,4,19.54,2021-12-13
127,105,3,11.81,2022-12-29
128,106,5,21.82,2023-08-08
129,103,4,28.78,2024-01-16
130,104,4,24.22,2023-06-16
131,101,3,12.43,2021-07-10
132,102,4,19.02,2022-11-22
133,101,5,15.39,2023-12-01
134,101,4,10.75,2022-02-03
135,107,1,19.99,2022-05-15
136,107,3,19.0,2023-06-24
137,107,2,25.93,2022-06-08
138,107,2,18.61,2021-07-22
139,102,5,19.58,2023-02-25
140,104,4,28.12,2023-07-04
141,107,3,24.2,2022-06-12
142,104,5,18.13,2023-03-20
143,102,1,12.04,2023-12-19
144,104,4,13.85,2021-02-21
145,104,4,19.21,2023-10-21
146,104,4,12.83,2021-07-13
147,102,4,20.26,2023-02-10
148,107,2,10.5,2023-12-21
149,101,2,14.94,2021-06-17
150,107,4,14.92,2022-06-11
151,104,1,11.11,2023-11-05
152,106,1,10.85,2023-06-06
153,103,2,11.5,2021-10-29
154,106,3,29.5,2024-02-15
155,102,3,24.64,2023-01-23
156,101,1,22.23,2022-01-29
157,104,5,24.15,2021-04-29
158,103,5,22.1,2023-09-09
159,101,5,17.68,2021-03-08
160,104,3,19.01,2021-11-04
161,104,1,11.36,2023-01-31
162,107,4,26.18,2021-05-18
163,106,3,28.88,2023-08-14
164,101,1,25.76,2023-04-24
165,105,2,29.03,2024-01-06
166,105,3,15.81,2022-02-26
167,106,4,19.76,2023-08-21
168,105,3,22.98,2021-10-12
169,104,5,11.08,2023-10-19
170,102,4,14.58,2023-04-14
171,106,3,24.73,2022-11-28
172,105,4,18.8,2023-11-03
173,106,2,28.49,2022-01-15
174,105,5,13.19,2023-07-28
175,104,1,26.19,2023-12-26
176,105,3,25.92,2023-07-06
177,103,1,10.06,2023-08-12
178,101,5,27.77,2022-03-01
179,105,4,26.16,2023-07-27
180,102,5,22.22,2022-09-09
181,103,1,15.57,2023-03-07
182,106,3,16.1,2021-06-29
183,105,1,15.52,2023-05-09
184,101,5,11.72,2021-07-28
185,106,2,22.61,2021-06-01
186,104,3,23.33,2023-03-04
187,103,5,22.17,2022-09-28
188,106,4,13.89,2022-11-24
189,107,1,22.33,2021-02-23
190,104,4,26.53,2022-06-26
191,105,5,29.14,2023-01-19
192,106,4,20.42,2021-12-06
193,105,1,14.93,2021-10-24
194,107,4,17.65,2022-10-17
195,102,2,28.91,2022-02-16
196,103,2,14.23,2023-05-19
197,103,1,22.92,2021-06-14
198,106,5,20.48,2023-10-27
199,107,3,26.97,2021-11-25
200,107,4,12.47,2021-05-26
201,102,3,21.41,2023-11-05
202,101,5,16.13,2022-08-23
203,105,2,11.71,2022-02-05
204,107,5,27.03,2021-07-15
205,106,1,20.58,2022-11-14
206,106,4,25.66,2022-03-22
207,104,3,29.32,2023-07-06
208,103,1,16.38,2023-02-11
209,101,4,23.54,2023-03-28
210,105,1,19.82,2023-04-07
211,102,5,21.82,2021-06-28
212,107,2,17.58,2021-03-23
213,107,1,29.04,2023-11-20
214,107,1,16.96,2021-11-20
215,105,4,17.36,2022-05-22
216,107,4,28.03,2022-01-17
217,101,2,12.21,2023-12-11
218,104,3,18.04,2022-11-11
219,101,5,15.3,2021-09-05
220,105,3,20.07,2021-11-09
221,104,3,19.46,2023-04-30
222,105,2,18.34,2022-02-05
223,107,1,25.91,2021-04-03
224,102,3,10.1,2022-03-28
225,104,4,24.75,2023-08-02
226,103,2,23.4,2021-07-29
227,101,1,22.92,2021-10-30
228,101,2,18.85,2023-02-13
229,105,4,24.08,2023-07-18
230,107,2,26.61,2022-05-31
231,101,5,23.97,2023-10-05
232,107,3,22.73,2021-04-13
233,104,4,27.37,2021-11-22
234,106,4,27.23,2023-04-09
235,107,5,19.74,2023-09-12
236,102,2,17.88,2022-05-19
237,106,1,22.97,2023-03-06
238,105,3,14.44,2023-04-09
239,107,3,12.72,2021-12-07
240,103,1,23.18,2022-08-30
241,105,2,20.46,2021-07-15
242,104,4,27.15,2023-05-09
243,102,2,28.24,2022-04-18
244,105,3,23.37,2022-07-13
245,103,1,29.27,2023-07-22
246,101,1,22.36,2023-12-12
247,102,4,28.46,2022-04-21
248,105,2,26.64,2021-04-05
249,103,1,11.67,2022-09-29
250,102,2,20.04,2021-08-31
251,102,5,27.87,2022-01-07
252,101,5,18.53,2022-12-25
253,107,4,13.87,2022-04-06
254,106,2,21.99,2021-03-12
255,106,2,24.54,2023-03-09
256,103,4,26.63,2022-03-25
257,105,1,25.16,2021-09-19
258,106,4,25.01,2022-06-18
259,107,1,23.17,2021-09-27
260,106,1,17.36,2023-03-23
261,106,2,12.13,2023-01-12
262,101,1,13.94,2023-12-07
263,107,4,26.74,2021-09-23
264,101,2,21.11,2023-09-17
265,101,1,17.48,2021-03-06
266,101,4,16.99,2021-04-02
267,107,2,25.3,2022-05-21
268,102,1,28.99,2023-01-04
269,102,3,17.94,2021-04-01
270,102,1,18.64,2023-03-18
271,102,5,29.73,2022-09-27
272,107,5,24.39,2023-06-15
273,103,4,26.35,2022-07-26
274,105,3,19.06,2021-02-17
275,106,2,11.16,2024-01-19
276,107,5,19.02,2022-09-22
277,106,1,27.7,2022-01-14
278,106,1,21.08,2023-07-01
279,101,3,26.55,2021-04-08
280,105,3,24.84,2023-01-13
281,107,2,26.4,2022-12-26
282,104,4,26.85,2023-04-11
283,103,1,22.44,2022-06-27
284,103,5,27.09,2023-05-18
285,105,3,20.06,2021-08-21
286,106,2,27.58,2021-07-08
287,101,3,10.7,2021-09-27
288,104,4,16.43,2023-10-29
289,103,3,10.46,2021-07-05
290,103,5,17.12,2022-01-14
291,107,5,10.85,2023-02-26
292,102,4,26.12,2022-06-29
293,102,5,14.12,2022-01-12
294,103,3,12.56,2023-05-31
295,104,5,21.59,2021-09-07
296,105,2,19.21,2022-01-16
297,101,1,19.91,2021-10-29
298,106,4,22.99,2021-05-14
299,102,3,16.93,2022-06-07
300,104,1,16.49,2023-05-01
301,103,2,10.54,2022-08-12
302,103,2,17.24,2023-04-19
303,104,3,18.68,2021-05-26
304,104,5,20.34,2021-02-23
305,105,1,10.5,2021-03-03
306,106,2,10.01,2023-12-18
307,103,2,17.22,2023-05-13
308,105,1,23.96,2022-07-05
309,106,1,19.07,2022-11-06
310,107,4,11.24,2022-08-30
311,105,5,19.05,2021-11-09
312,101,3,19.15,2022-10-31
313,103,1,18.02,2022-03-21
314,103,1,14.89,2023-08-23
315,101,1,13.27,2023-01-25
316,107,5,27.83,2022-10-23
317,106,1,20.98,2023-09-19
318,103,3,10.85,2021-12-24
319,105,4,25.13,2022-04-15
320,103,1,17.54,2021-10-07
321,105,4,15.39,2022-04-22
322,103,1,10.95,2021-11-12
323,103,1,27.87,2022-09-03
324,102,5,28.84,2021-10-28
325,106,4,10.69,2022-03-31
326,101,5,16.49,2023-06-05
327,105,4,22.64,2023-10-09
328,106,1,26.88,2022-10-20
329,106,3,20.79,2023-07-24
330,104,3,13.01,2022-09-28
331,107,5,27.56,2022-02-04
332,102,3,25.16,2023-01-28
333,101,1,29.73,2022-05-15
334,104,4,19.9,2022-02-20
335,106,3,13.75,2023-02-06
336,102,5,24.51,2023-02-06
337,101,3,28.55,2023-10-18
338,103,2,14.06,2024-02-01
339,104,4,13.76,2021-07-18
340,107,5,26.54,2022-02-11
341,107,4,22.43,2021-12-29
342,107,5,16.6,2021-08-12
343,104,4,15.3,2022-06-02
344,103,4,24.38,2024-02-11
345,104,4,12.88,2022-08-23
346,106,5,10.69,2022-09-28
347,107,4,28.5,2023-01-05
348,106,1,24.83,2021-06-07
349,105,3,16.28,2021-09-16
350,105,4,14.74,2023-10-02
351,105,1,22.71,2022-09-26
352,103,4,20.18,2021-06-27
353,102,5,12.48,2022-02-24
354,103,2,10.43,2022-08-03
355,103,3,22.33,2021-04-13
356,103,5,26.96,2023-06-06
357,107,4,17.62,2022-09-22
358,105,5,28.57,2024-01-29
359,101,2,16.36,2023-02-18
360,104,3,10.62,2023-05-07
361,106,2,27.01,2024-02-04
362,102,1,12.57,2023-09-11
363,107,1,29.1,2023-02-18
364,104,4,15.76,2023-10-14
365,106,1,10.07,2023-09-27
366,106,1,27.26,2022-11-22
367,103,3,17.77,2023-05-13
368,107,2,19.02,2021-04-18
369,106,3,14.76,2021-10-11
370,105,5,11.09,2024-01-04
371,106,3,21.49,2021-04-11
372,104,1,25.04,2022-09-28
373,102,1,28.49,2023-04-14
374,102,2,21.75,2022-06-24
375,105,1,20.49,2023-01-17
376,106,2,27.29,2022-12-22
377,107,3,28.12,2022-09-27
378,107,1,28.0,2023-07-11
379,103,3,13.47,2023-02-02
380,106,5,14.04,2022-03-20
381,104,3,22.79,2021-12-28
382,107,5,20.66,2021-08-23
383,107,3,10.26,2023-12-02
384,104,5,26.37,2022-02-13
385,102,5,18.78,2023-07-08
386,106,4,23.87,2023-01-27
387,102,2,16.77,2024-02-09
388,104,5,17.05,2022-05-23
389,106,2,12.67,2023-06-08
390,106,1,21.5,2023-10-15
391,107,4,14.0,2021-07-23
392,103,2,15.15,2021-10-23
393,102,4,22.86,2022-06-30
394,107,3,17.07,2023-08-08
395,101,5,23.54,2023-05-25
396,106,1,27.07,2022-03-06
397,107,3,15.6,2021-12-16
398,102,2,27.76,2022-04-07
399,104,1,23.08,2022-05-25
400,107,5,23.3,2023-06-28
401,104,5,16.0,2022-11-13
402,106,4,26.24,2021-02-22
403,107,2,21.99,2022-04-29
404,107,3,18.64,2022-07-08
405,107,1,14.72,2024-01-04
406,104,5,26.6,2022-07-22
407,102,1,24.38,2021-03-04
408,105,5,22.33,2023-08-07
409,101,2,27.91,2022-05-20
410,103,4,17.02,2022-06-02
411,105,4,10.99,2022-03-19
412,107,3,25.51,2021-11-03
413,102,5,17.3,2021-09-18
414,104,4,26.06,2023-12-09
415,104,1,25.61,2021-08-30
416,107,2,12.98,2023-03-22
417,106,1,13.15,2023-05-31
418,106,3,23.44,2023-06-01
419,106,1,21.13,2021-03-01
420,101,5,26.2,2022-04-22
421,102,5,14.26,2022-05-21
422,104,4,13.51,2021-09-01
423,104,1,13.04,2023-10-21
424,107,5,13.91,2022-08-06
425,107,1,26.5,2022-03-06
426,102,2,24.47,2021-03-08
427,107,2,14.71,2021-08-16
428,107,2,23.13,2023-01-17
429,103,5,28.68,2021-05-29
430,101,3,18.49,2023-02-28
431,107,3,10.18,2022-04-30
432,101,3,20.05,2021-09-23
433,105,2,14.6,2023-08-14
434,103,1,14.07,2022-01-26
435,106,4,19.78,2022-03-23
436,107,2,18.95,2023-12-04
437,107,2,29.14,2022-01-22
438,106,1,23.13,2022-12-08
439,102,2,21.92,2023-08-17
440,106,4,26.37,2022-05-18
441,101,1,26.95,2022-06-08
442,104,3,14.77,2021-08-16
443,107,1,18.26,2022-10-07
444,107,2,20.96,2023-06-27
445,103,1,23.28,2022-01-13
446,106,5,14.28,2022-09-17
447,106,3,21.6,2022-07-30
448,102,1,28.04,2023-09-01
449,104,2,18.28,2021-06-29
450,104,5,16.15,2022-10-16
451,103,5,22.42,2023-06-16
452,101,4,15.85,2021-10-20
453,107,1,12.46,2022-12-20
454,105,3,24.66,2021-08-11
455,103,1,10.58,2021-06-18
456,105,4,10.71,2022-08-08
457,104,5,18.18,2021-10-07
458,106,5,11.93,2021-07-22
459,101,1,13.92,2022-05-13
460,105,1,22.48,2022-06-07
461,106,5,29.01,2021-02-19
462,107,5,10.69,2022-02-25
463,106,3,20.59,2023-12-23
464,102,1,29.9,2021-12-04
465,102,3,10.04,2023-07-31
466,103,5,11.09,2021-10-12
467,106,3,29.51,2023-08-24
468,102,1,27.5,2021-06-20
469,104,2,24.15,2021-11-11
470,101,2,22.6,2023-05-07
471,101,2,20.8,2021-05-30
472,104,1,11.41,2023-10-01
473,102,3,15.7,2021-08-13
474,102,2,26.28,2022-08-26
475,101,2,24.39,2023-01-25
476,102,3,14.46,2022-11-23
477,106,1,22.38,2022-06-14
478,104,1,11.23,2023-04-26
479,106,5,13.07,2021-03-24
480,107,3,23.09,2023-12-13
481,101,1,13.62,2022-11-27
482,103,1,22.55,2022-05-20
483,107,5,18.36,2023-05-21
484,107,4,17.66,2023-07-06
485,107,1,17.02,2023-12-08
486,105,1,17.41,2021-05-18
487,102,4,22.92,2022-07-26
488,101,1,28.77,2022-06-21
489,101,4,24.97,2022-06-10
490,107,4,25.98,2021-09-10
491,104,5,12.52,2023-03-25
492,106,5,20.14,2023-11-09
493,104,2,23.76,2023-07-06
494,107,4,28.38,2022-06-18
495,102,3,26.04,2024-01-27
496,103,3,28.85,2021-09-23
497,101,1,18.34,2021-06-12
498,103,5,21.43,2022-06-26
499,105,3,17.73,2022-05-22
500,103,5,29.06,2023-02-01
501,107,2,15.71,2023-05-04
502,101,4,15.95,2023-07-16
503,105,5,12.38,2022-08-13
504,101,5,29.34,2021-11-14
505,103,3,27.31,2022-12-30
506,107,5,24.23,2023-04-12
507,103,5,13.5,2021-07-16
508,105,5,25.86,2022-02-10
509,105,5,25.21,2021-07-15
510,106,4,23.46,2021-02-17
511,104,2,10.12,2023-12-03
512,101,4,27.47,2023-05-26
513,102,5,15.25,2023-08-06
514,101,4,16.51,2022-11-08
515,104,1,27.81,2021-10-02
516,102,2,16.41,2021-08-16
517,102,3,17.32,2021-08-08
518,104,5,12.02,2021-12-05
519,105,2,17.48,2022-08-08
520,105,5,11.68,2023-04-23
521,101,4,21.81,2021-07-02
522,104,4,10.29,2023-04-19
523,101,5,13.14,2022-11-27
524,105,2,16.57,2021-12-28
525,107,3,18.1,2022-12-15
526,104,1,23.64,2021-10-20
527,106,4,29.79,2022-05-23
528,106,1,25.56,2023-02-26
529,101,2,29.72,2022-04-15
530,105,2,17.71,2023-12-07
531,103,1,24.05,2022-06-26
532,102,3,24.93,2021-11-26
533,105,4,26.43,2023-03-24
534,107,4,24.7,2023-05-01
535,104,2,19.34,2023-06-19
536,103,5,14.74,2022-03-27
537,103,4,11.43,2021-04-11
538,106,1,18.79,2023-02-19
539,103,3,21.69,2022-12-16
540,105,4,23.4,2022-06-22
541,106,3,25.24,2022-06-12
542,107,4,26.78,2023-01-11
543,104,5,22.06,2022-10-09
544,103,1,26.72,2022-05-11
545,105,3,29.43,2022-08-18
546,107,2,24.11,2022-12-09
547,105,5,22.81,2022-12-05
548,104,3,19.57,2022-08-02
549,106,2,15.38,2021-08-17
550,107,1,25.02,2023-01-07
551,107,4,23.38,2022-11-07
552,102,2,18.86,2021-10-08
553,102,4,11.34,2024-02-10
554,102,2,27.3,2023-02-08
555,104,1,26.37,2021-10-16
556,103,3,21.78,2021-05-22
557,106,3,28.67,2022-07-20
558,103,5,14.26,2022-06-23
559,106,1,13.73,2023-05-24
560,105,5,10.68,2021-06-25
561,102,4,27.78,2023-09-21
562,103,3,22.09,2023-07-29
563,105,2,10.43,2023-08-23
564,102,4,28.51,2023-12-28
565,107,1,11.11,2022-08-05
566,106,5,10.97,2023-10-12
567,104,4,18.72,2023-01-11
568,105,2,14.35,2023-02-22
569,104,4,22.15,2023-06-13
570,103,5,18.05,2023-06-12
571,104,5,23.91,2022-09-21
572,107,4,18.65,2021-12-29
573,104,4,27.85,2023-04-23
574,104,1,19.13,2024-01-21
575,103,3,18.54,2023-08-14
576,107,2,10.76,2021-12-18
577,107,3,26.97,2022-07-08
578,102,4,22.74,2022-04-01
579,106,4,13.63,2022-06-18
580,102,2,10.18,2021-03-22
581,106,5,15.85,2023-03-10
582,102,1,28.55,2022-11-04
583,101,4,28.23,2021-09-07
584,103,2,18.04,2022-12-28
585,106,2,24.38,2022-02-27
586,107,3,17.03,2022-10-20
587,105,3,14.34,2021-04-29
588,107,2,21.3,2022-09-25
589,105,4,16.47,2023-11-04
590,107,1,19.33,2022-12-09
591,104,3,23.96,2023-12-15
592,103,1,21.92,2024-01-31
593,105,4,11.88,2022-09-18
594,107,2,20.26,2021-12-01
595,102,3,12.75,2021-11-30
596,103,1,10.75,2021-05-07
597,106,5,11.91,2021-10-08
598,101,4,16.99,2022-02-02
599,107,4,28.43,2024-01-01
600,107,5,13.85,2022-12-25
601,106,5,20.23,2023-06-24
602,107,5,17.44,2023-05-09
603,105,5,15.92,2022-11-24
604,105,2,13.81,2023-04-07
605,101,5,15.73,2021-10-11
606,104,5,18.33,2022-05-06
607,107,5,25.12,2021-09-10
608,105,2,17.73,2022-07-17
609,104,5,23.25,2021-11-28
610,106,1,20.83,2022-05-24
611,105,2,25.31,2023-03-03
612,104,2,28.25,2021-07-10
613,103,2,26.27,2022-06-17
614,103,3,19.24,2023-05-31
615,104,2,25.31,2023-05-26
616,102,2,19.2,2022-03-04
617,105,3,10.77,2023-12-16
618,102,3,15.28,2023-06-22
619,103,3,13.35,2022-05-10
620,102,1,18.22,2022-09-24
621,104,1,17.73,2021-05-31
622,103,5,21.64,2022-05-22
623,106,4,11.59,2023-04-02
624,101,1,19.54,2023-10-19
625,103,4,13.44,2021-03-10
626,102,3,19.17,2021-08-19
627,101,3,25.69,2021-09-04
628,107,3,25.19,2023-09-02
629,104,4,19.73,2022-10-20
630,104,4,29.67,2023-04-12
631,104,1,28.09,2022-10-28
632,102,1,15.97,2022-01-21
633,105,3,11.81,2021-11-10
634,104,2,16.9,2021-10-01
635,107,2,21.13,2021-10-24
636,102,4,23.29,2023-12-08
637,104,1,10.46,2022-02-11
638,105,4,24.97,2023-02-15
639,106,2,10.62,2021-09-09
640,107,4,25.82,2023-09-28
641,101,4,15.48,2021-07-05
642,105,5,20.61,2023-11-24
643,104,4,15.76,2022-10-10
644,103,4,29.01,2022-11-16
645,102,2,16.3,2022-10-20
646,107,1,18.08,2023-07-08
647,107,5,14.38,2023-08-16
648,101,1,15.3,2022-04-29
649,102,1,18.57,2023-09-05
650,103,5,21.49,2023-06-01
651,106,5,13.73,2021-07-19
652,106,5,14.18,2021-05-19
653,105,2,20.68,2023-09-04
654,103,2,20.27,2021-09-21
655,106,4,12.96,2022-04-19
656,107,1,24.88,2023-07-15
657,102,4,24.71,2023-04-25
658,106,5,27.85,2022-05-17
659,104,5,11.75,2021-03-23
660,104,3,10.49,2022-07-10
661,106,4,13.8,2024-02-05
662,101,5,17.52,2021-06-16
663,106,2,20.88,2024-02-11
664,104,2,14.97,2023-01-01
665,106,4,13.54,2023-05-10
666,103,1,26.28,2021-04-15
667,101,5,27.51,2023-10-29
668,104,4,23.37,2023-02-18
669,105,2,29.48,2022-12-17
670,103,5,20.57,2022-03-06
671,102,1,15.36,2021-12-26
672,104,3,10.91,2021-08-19
673,104,3,14.16,2023-01-02
674,101,5,12.14,2022-12-02
675,104,1,22.52,2022-08-15
676,106,5,27.75,2022-03-11
677,106,1,24.72,2023-10-29
678,105,5,21.9,2022-03-19
679,104,2,17.49,2021-12-17
680,102,3,22.33,2023-07-24
681,106,5,20.9,2021-07-22
682,106,3,24.03,2023-02-12
683,102,4,10.77,2022-06-24
684,102,2,22.8,2021-06-12
685,107,1,11.77,2022-04-27
686,101,1,21.37,2022-03-28
687,106,5,20.66,2023-04-02
688,102,3,16.99,2021-08-03
689,102,1,12.42,2021-04-27
690,104,2,16.5,2022-07-22
691,104,5,11.61,2022-04-30
692,105,2,19.67,2022-05-25
693,102,2,15.98,2023-05-28
694,106,2,15.47,2022-06-22
695,106,3,26.17,2022-08-20
696,101,5,27.9,2021-11-21
697,105,2,18.27,2021-03-30
698,104,3,18.58,2023-07-22
699,107,1,29.83,2022-05-20
700,105,2,28.55,2022-08-25
701,101,5,22.5,2022-05-25
702,103,1,29.0,2023-06-09
703,106,4,19.98,2023-05-01
704,106,4,23.59,2022-07-25
705,107,3,10.1,2023-01-28
706,104,2,21.95,2022-01-17
707,104,4,22.92,2022-09-30
708,101,3,21.67,2024-02-13
709,102,3,29.36,2021-08-09
710,105,5,17.18,2021-10-17
711,102,3,24.5,2021-09-29
712,102,3,16.77,2021-04-28
713,101,2,10.1,2022-07-19
714,107,1,14.83,2023-03-02
715,102,2,16.03,2023-11-13
716,106,4,11.95,2021-05-07
717,106,5,22.32,2022-06-06
718,101,5,23.42,2022-01-28
719,107,2,27.92,2021-12-24
720,107,1,14.71,2021-07-29
721,106,5,17.32,2021-10-16
722,104,1,11.93,2022-07-26
723,101,1,20.77,2021-04-24
724,105,5,11.59,2021-03-03
725,102,3,27.86,2022-08-24
726,104,3,15.84,2022-07-20
727,104,3,24.89,2023-09-29
728,103,5,19.11,2021-08-03
729,102,3,26.64,2022-12-26
730,105,5,15.95,2022-03-26
731,107,4,10.71,2022-05-28
732,103,1,19.26,2023-11-26
733,104,2,11.37,2022-01-21
734,104,4,27.93,2022-06-15
735,107,3,21.35,2022-01-23
736,105,1,22.6,2023-05-17
737,105,1,18.39,2022-08-01
738,101,5,20.03,2021-10-22
739,101,4,25.04,2021-03-21
740,102,3,21.9,2023-06-18
741,103,1,15.83,2022-10-07
742,104,5,23.36,2022-12-30
743,105,5,11.08,2021-10-03
744,107,2,11.24,2023-01-04
745,101,3,15.07,2023-11-07
746,104,5,29.93,2023-02-17
747,105,4,29.13,2021-09-04
748,105,5,16.83,2023-01-16
749,104,3,20.94,2021-09-16
750,106,2,12.11,2022-01-27
751,101,2,21.62,2022-03-27
752,102,3,10.61,2023-12-17
753,103,3,18.71,2022-01-18
754,106,3,13.35,2021-02-16
755,106,3,20.0,2021-05-06
756,107,4,16.95,2021-12-18
757,103,1,10.25,2022-07-18
758,104,2,14.78,2021-11-21
759,101,1,12.0,2023-07-31
760,103,4,22.99,2022-04-20
761,102,1,20.53,2022-06-30
762,104,3,18.0,2023-05-18
763,103,2,25.11,2021-07-10
764,105,3,17.95,2022-12-07
765,107,1,16.89,2022-12-19
766,105,1,24.52,2023-05-15
767,103,5,13.52,2021-09-25
768,102,5,29.58,2022-05-10
769,105,2,21.07,2023-10-04
770,105,5,20.61,2022-01-21
771,103,5,14.27,2022-03-03
772,106,1,22.48,2023-09-15
773,106,3,20.54,2022-01-29
774,101,2,29.24,2021-10-19
775,105,3,28.13,2023-08-20
776,104,4,20.48,2022-08-18
777,106,1,17.49,2022-05-10
778,104,4,19.38,2022-05-14
779,103,3,14.82,2022-04-10
780,104,3,21.93,2022-08-02
781,103,3,27.17,2022-11-19
782,102,2,28.21,2022-07-29
783,101,3,11.88,2024-01-08
784,107,3,18.63,2021-11-27
785,101,1,20.09,2021-11-24
786,107,3,10.31,2023-01-04
787,104,4,13.94,2021-06-18
788,105,1,28.73,2022-03-26
789,107,1,26.93,2023-01-31
790,105,4,22.5,2021-07-24
791,106,4,14.29,2023-06-05
792,103,3,23.38,2022-03-15
793,107,1,14.64,2021-08-14
794,103,3,11.26,2021-06-14
795,107,3,15.42,2021-05-23
796,107,4,21.84,2022-09-11
797,104,5,21.04,2023-06-09
798,106,3,12.72,2021-06-05
799,106,4,11.46,2021-04-28
800,103,5,21.53,2022-11-10
801,101,3,29.52,2021-12-16
802,107,3,21.96,2023-11-01
803,105,4,10.74,2023-12-22
804,106,2,12.3,2023-09-17
805,101,3,20.36,2021-07-27
806,102,2,15.91,2021-07-26
807,106,2,27.5,2023-07-13
808,105,3,19.5,2023-01-09
809,101,2,20.44,2023-03-29
810,104,1,27.3,2022-06-29
811,103,2,23.48,2022-10-06
812,103,3,29.28,2022-09-21
813,101,2,19.42,2022-06-28
814,106,3,25.08,2023-07-22
815,107,4,28.78,2021-03-13
816,103,2,16.85,2022-07-05
817,102,3,21.07,2021-12-18
818,104,3,27.21,2023-05-24
819,106,4,25.22,2022-06-11
820,107,2,21.04,2023-05-24
